,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,8343110606829764.0,,4540736243700393.0,
1,0.5,8343212609729107.0,,4540788972576808.0,
2,1.0,8343754415771154.0,,4541081136964494.0,
3,1.5,8345284995236342.0,289481452.6234512,4541904313112208.0,154731972.1662405
4,2.0,8347722619312930.0,1147187551.3014512,4543216886959496.0,605602159.8064468
5,2.5,8350830828539612.0,2159294803.462012,4544895452935811.0,1169481398.057229
6,3.0,8353892443449054.0,3040975179.307279,4546556781900766.0,1623449170.3444476
7,3.5,8356384871288022.0,3813127652.000657,4547915730823834.0,2040497622.0142088
8,4.0,8358436306192016.0,4169380501.6821365,4549037554044388.0,2222632704.216863
9,4.5,8360164273206096.0,4690801869.650136,4549983350859057.0,2480308908.4884224
10,5.0,8361657149239941.0,4964554888.256971,4550800914300296.0,2678624600.468384
11,5.5,8362980652970516.0,5173720318.582285,4551526020284304.0,2766690002.956605
12,6.0,8364179066383490.0,5297922756.896402,4552182058322756.0,2817450688.0317945
13,6.5,8365283125476920.0,5418540192.014305,4552785673971331.0,2904702831.863141
14,7.0,8366314930139546.0,5589692931.359404,4553349156572668.0,3004374533.975496
15,7.5,8367289900420714.0,5702329443.459753,4553880960724880.0,3063452797.3760324
16,8.0,8368219132469768.0,5849868362.951458,4554386981922941.0,3128797828.6939354
17,8.5,8369110579804339.0,5986211131.7698555,4554871318697879.0,3207454095.2068315
18,9.0,8369970104772490.0,6243998190.940744,4555337099505506.0,3341957570.668605
