,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,882067536224301.5,,480065076429223.4,
1,0.5,882274675177373.5,,480176295425066.6,
2,1.0,884527570918392.6,,481388101444680.6,
3,1.5,890535462909240.5,,484620099585222.2,
4,2.0,900072281888228.2,141073250.26351082,489755782950855.0,69086913.67323211
5,2.5,912195059656879.2,495049944.4823636,496297984464361.0,263293866.3384201
6,3.0,923934264898911.6,821836255.3109754,502660391983393.56,390634175.03460544
7,3.5,933155965547120.4,573397729.2806313,507685812066331.6,307827091.8099777
8,4.0,940421950095899.5,461651254.582215,511664449508032.1,229895176.43827152
9,4.5,946293475283353.8,229598886.39498875,514890799413914.6,95244615.82188608
10,5.0,951171679992854.6,31212421.34054095,517579146867978.75,5645087.034816294
11,5.5,955347409005575.9,,519887041658425.44,
12,6.0,959014968010203.2,,521917962835410.5,
13,6.5,962307593918001.4,,523743527249458.0,
14,7.0,965317678834861.2,,525413202279550.75,
15,7.5,968110052112475.2,,526960569803933.4,
16,8.0,970731432226974.1,,528408575563264.0,
17,8.5,973213932191147.0,,529772683623392.7,
18,9.0,975580687919889.5,,531064814157406.44,
