,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,4915238577054636.0,,2675117591632539.5,
1,0.5,4917385851904468.0,,2676211651786461.0,
2,1.0,4923481118794599.0,,2679514183184476.0,
3,1.5,4942161839126024.0,224902322.11420524,2689563139218654.0,90934020.54830423
4,2.0,4972566567807012.0,1126937509.4667895,2705921772409864.0,585352117.9717847
5,2.5,5011721836037820.0,2258981588.9591074,2727042651862645.0,1205132165.905755
6,3.0,5050576362661793.0,3399975332.0896206,2748114658654431.0,1837790832.370913
7,3.5,5082161934297893.0,4382959221.984196,2765342331028952.0,2362704914.3561373
8,4.0,5108107263007338.0,4964369475.636879,2779543463609768.0,2613182722.030611
9,4.5,5129973298641865.0,5469061322.033877,2791523665075014.0,2931850012.5874023
10,5.0,5148911041504198.0,5703859703.423473,2801905299138602.0,3076168743.979048
11,5.5,5165769181660996.0,5994635615.969704,2811149818612054.0,3182775877.139844
12,6.0,5181112769502430.0,6308415637.110091,2819553132189185.5,3354040994.8773193
13,6.5,5195328234327018.0,6620492239.404415,2827322840605271.0,3540388755.4455104
14,7.0,5208688999953632.0,6761441356.876297,2834610546881507.5,3639266239.7497015
15,7.5,5221381831938792.0,6983150063.900356,2841519529731344.0,3745733070.5654554
16,8.0,5233538554458864.0,7123745276.353327,2848121883402247.0,3833847359.269782
17,8.5,5245252149451364.0,7359955653.738209,2854467298374478.0,3968546422.0915217
18,9.0,5256590057708014.0,7485219769.454126,2860593673929751.5,4049239379.2311516
